31.0,97.0,0
51.55839488919944,55.75,0
72.11678977839888,97.0,0
92.6845677779996,112.0,0
113.24296266719904,92.0,0
133.81074066679975,152.0,0
154.3691355559992,118.25,0
174.93691355559992,147.0,0
195.49530844479938,72.0,0
216.06308644440008,63.24999999999999,0
236.62148133359952,88.25,0
257.1892593332002,93.25,0
277.74765422239966,119.49999999999999,0
298.31543222200037,110.75,0
318.87382711119983,106.99999999999999,0
339.44160511080054,154.5,0
360.0,168.25,0
31.0,128.25,1
51.55839488919944,168.25,1
72.11678977839888,73.25,1
92.6845677779996,163.25,1
113.24296266719904,118.25,1
133.81074066679975,165.75,1
154.3691355559992,140.75,1
174.93691355559992,167.0,1
195.49530844479938,172.0,1
216.06308644440008,193.25,1
236.62148133359952,106.99999999999999,1
257.1892593332002,143.25,1
277.74765422239966,187.0,1
298.31543222200037,133.25,1
318.87382711119983,168.25,1
339.44160511080054,102.0,1
360.0,212.0,1
